"","response_id","response_type","finished","question","answer"
"88","R_22M32AKFmUpSwo7","3","TRUE","q37","93004"
"89","R_ykYlSTOJyi41Vrb","1","TRUE","q37","93005"
"90","R_1dgFGUMZVRzWysJ","1","TRUE","q37","93010"
"91","R_Ui7zjsWr1veDjHP","1","TRUE","q37","93010"
"92","R_2v6S5Tu4X65W5BN","2","TRUE","q37","93010"
"93","R_3QSEwR7wUJejL1W","1","TRUE","q37","93010"
"94","R_3qjKNarNaNHWZXo","1","TRUE","q37","93010"
"95","R_3g0hc0iebBcjba4","1","TRUE","q37","93010"
"96","R_3kmMvGqJiKaqIui","1","TRUE","q37","93010"
"97","R_1Ln7kUXDg306Hwd","1","TRUE","q37","93010"
"98","R_2fIrQKWccAc1UDg","1","TRUE","q37","93010"
"99","R_1q8QPbjNJ5acAnw","1","TRUE","q37","93010"
"100","R_115scTkCtnfUm34","2","TRUE","q37","93010"
"101","R_1rPMPunUQ4ZgPAN","1","TRUE","q37","93010"
"102","R_1C2Ad5xKkosfmhi","1","TRUE","q37","93010"
"103","R_qIqBz9hELGDrJaV","1","TRUE","q37","93010"
"104","R_2SiauCoFV8CEAMr","1","TRUE","q37","93010"
"105","R_QnMxrwpwhn3sdiN","1","TRUE","q37","93012"
"106","R_OwDjr9EiV1h0HLP","1","TRUE","q37","93012"
"107","R_3jd6nipyGJiMu5G","1","TRUE","q37","93012"
"108","R_2ZZSTBJtDVkdT1J","1","TRUE","q37","93012"
"109","R_eM82KOHwnW6iHPr","1","TRUE","q37","93013"
"110","R_3F2jlBUxzAXJd3o","1","TRUE","q37","93015"
"111","R_1dK3UvzRy13TtBH","1","TRUE","q37","93021"
"112","R_sAKoUXLd1OZufbH","2","TRUE","q37","93021"
"113","R_5hdkNuWLpJnujXX","1","TRUE","q37","93021"
"114","R_1oaKnuHODkXui2o","2","TRUE","q37","93021"
"115","R_3PbOhVsmdC1EKzg","1","TRUE","q37","93021"
"116","R_2CfR4sOX0CtVkLg","1","TRUE","q37","93021"
"117","R_24pZvacGpb6PwFO","1","TRUE","q37","93021"
"118","R_3McbexGeaF9es8O","1","TRUE","q37","93021"
"119","R_RLAkXjsvFHZdaal","1","TRUE","q37","93021"
"120","R_sUzDScBmmkzeu9b","1","TRUE","q37","93022"
"121","R_10GUcIMtGA64UYE","1","TRUE","q37","93023"
"122","R_3Dd7q15hOSZ5ByR","1","TRUE","q37","93023"
"123","R_1o6YgVy6WSSnFpK","1","TRUE","q37","93023"
"124","R_3RfmIV349BvAyH7","1","TRUE","q37","93023"
"125","R_1OVmaYnzOkNXXs1","1","TRUE","q37","93023"
"126","R_2TtvnNUHe8vF03Q","1","TRUE","q37","93023"
"127","R_2dfEuZd3JX57nOC","1","TRUE","q37","93030"
"128","R_sHePXgNfp5ieWjv","1","TRUE","q37","93030"
"129","R_1q8ULxM1Y14O00L","1","TRUE","q37","93030"
"130","R_277ilmu9gDs03AQ","1","TRUE","q37","93030"
"131","R_2v3b7LZwKWBYMso","1","TRUE","q37","93030"
"132","R_3kK3agGOyQRCBbj","1","TRUE","q37","93030"
"133","R_RQSdcH0zEIJNR1n","1","TRUE","q37","93030"
"134","R_1OUA3gO92FvnKJC","1","TRUE","q37","93030"
"135","R_2TSiiYVRQKD2QCQ","1","TRUE","q37","93030"
"136","R_1kXpV8jplY9khDU","1","TRUE","q37","93030"
"137","R_2rI2G94jeMa3sIb","2","TRUE","q37","93030"
"138","R_4YNNKdbHm3e72Sd","1","TRUE","q37","93030"
"139","R_3JiYZtx3ItWpyOl","1","TRUE","q37","93030"
"140","R_UszQvT8LBKyc6eR","1","TRUE","q37","93030"
"141","R_3fxVhyJToFVSnEB","1","TRUE","q37","93030"
"142","R_1hKfXELMl9TombY","1","TRUE","q37","93030"
"143","R_806Q2xV2fZWRCfv","1","TRUE","q37","93030"
"144","R_3Jf3i9vnxyHM2re","1","TRUE","q37","93030"
"145","R_1Gxz9WNyRgS8uXh","2","TRUE","q37","93030"
"146","R_3rWpEzMrb7ML1XX","1","TRUE","q37","93030"
"147","R_2tKz3ct96dEBYZM","1","TRUE","q37","93030"
"148","R_25swWguxRFXUbi6","1","TRUE","q37","93033"
"149","R_123bVeW9mbsK2qk","1","TRUE","q37","93033"
"150","R_30uud1YzukQ7jlI","1","TRUE","q37","93033"
"151","R_vPjVsLWp1KvnJ6h","1","TRUE","q37","93033"
"152","R_38kFQbN5Fk31WcV","2","TRUE","q37","93033"
"153","R_2CqU6n1Metd3r5T","2","TRUE","q37","93033"
"154","R_5pZ1MBngkJkRWvf","2","TRUE","q37","93033"
"155","R_3nfkGS3iQt7x7Dz","2","TRUE","q37","93033"
"156","R_2bWt0NMyFyhuVxs","2","TRUE","q37","93033"
"157","R_2WA344C4QoGzXB7","1","TRUE","q37","93035"
"158","R_3HIhDBfTmLyk17r","1","TRUE","q37","93035"
"159","R_RE27xdujf5iS5dD","1","TRUE","q37","93035"
"160","R_1QLUrwnjszLkHWw","1","TRUE","q37","93035"
"161","R_1pF1rBhocWRVDlI","1","TRUE","q37","93035"
"162","R_1cSXriB7IGTJ9sR","1","TRUE","q37","93035"
"163","R_2334mC1i8P2KFV1","1","TRUE","q37","93035"
"164","R_1qagEdoesASRYyh","1","TRUE","q37","93035"
"165","R_1jHRY5PsG1Ef0kA","1","TRUE","q37","93035"
"166","R_psyZJLmnQGTYkKJ","1","TRUE","q37","93036"
"167","R_10vja0toc5L8jpU","1","TRUE","q37","93036"
"168","R_29oZC01vhWatKFD","1","TRUE","q37","93036"
"169","R_3oFJIGifpBwOhUd","1","TRUE","q37","93036"
"170","R_1mQSXuJ23zK0gOU","1","TRUE","q37","93036"
"171","R_1LJLWnzDBZXW49P","1","TRUE","q37","93036"
"172","R_3efe7eThPPuLxpY","1","TRUE","q37","93036"
"173","R_3kHRlir1RyFELdh","1","TRUE","q37","93036"
"174","R_BWJaAXjP5V1Ggwh","1","TRUE","q37","93036"
"175","R_9Ty3zvbJrg619jr","1","TRUE","q37","93036"
"176","R_3inhqWlA1FATou4","1","TRUE","q37","93041"
"177","R_3gUu7voHjGeQnLV","1","TRUE","q37","93041"
"178","R_XGTMdxf9I4VHjVv","1","TRUE","q37","93041"
"179","R_3P4XzdXQtst1JS8","1","TRUE","q37","93041"
"180","R_1DCQM7O4k4QR6Mc","1","TRUE","q37","93041"
"181","R_511zBWscy20DIvT","1","TRUE","q37","93041"
"182","R_2AZkxv1N6gQt6DI","1","TRUE","q37","93060"
"183","R_RIAtjDIkNZR4SIx","2","TRUE","q37","93060"
"184","R_1rcadj90BQtOp7F","1","TRUE","q37","93060"
"185","R_3luHKuh4cjsZOen","1","TRUE","q37","93060"
"186","R_uvVkL69hMHOkC53","1","TRUE","q37","93060"
"187","R_29uWFLuQkfqjoRv","1","TRUE","q37","93060"
"188","R_3CNS5ycsbjf83BJ","1","TRUE","q37","93063"
"189","R_2ByCTaDO8cuzvKS","1","TRUE","q37","93063"
"190","R_4MxY2oJJ9lOjrGN","1","TRUE","q37","93063"
"191","R_1QgUxxZamOSg9Oh","1","TRUE","q37","93063"
"192","R_3DhkZnMDKvKnoWw","2","TRUE","q37","93063"
"193","R_1PckFZO1a9zf7Tw","1","TRUE","q37","93063"
"194","R_2PeeJZRsemCdeZu","1","TRUE","q37","93063"
"195","R_2SGlSVqFWfktJ7v","1","TRUE","q37","93063"
"196","R_WCLxFH8uPRM1nkB","1","TRUE","q37","93063"
"197","R_2aQAr4GvGLkqegI","1","TRUE","q37","93063"
"198","R_28YyjZp7UIAo3tg","1","TRUE","q37","93063"
"199","R_qwJpQWvt756Ig2l","1","TRUE","q37","93063"
"200","R_DLVJ3NIRAwU756x","1","TRUE","q37","93063"
"201","R_2Y5MouXoQnp4K0V","1","TRUE","q37","93063"
"202","R_21sU0Zufg2Jkztc","1","TRUE","q37","93063"
"203","R_2Y3RVIQ9iSOnirE","1","TRUE","q37","93063"
"204","R_30wuYFTQCFleyI1","1","TRUE","q37","93063"
"205","R_1LG4OXBl2YFSrgn","2","TRUE","q37","93063"
"206","R_2S8nLIP2FXgNig1","1","TRUE","q37","93063"
"207","R_3n9msPzXsY2Y2rn","1","TRUE","q37","93063"
"208","R_1IygYXvzgFsD0HY","1","TRUE","q37","93063"
"209","R_2SBSMZnfcHjrMzm","1","TRUE","q37","93063"
"210","R_1P6It9talIfNJJa","1","TRUE","q37","93065"
"211","R_1etu8X96OsZ6ROr","1","TRUE","q37","93065"
"212","R_3inlYx6BWvjW4Yv","2","TRUE","q37","93065"
"213","R_2wtcyby4JdkdwTm","1","TRUE","q37","93065"
"214","R_VLrghIkzzaIKOm5","1","TRUE","q37","93065"
"215","R_1mJnDaUXaulaUba","1","TRUE","q37","93065"
"216","R_2B2s82xJzrORWEd","2","TRUE","q37","93065"
"217","R_1ez6tXOUEvCQ9N2","1","TRUE","q37","93065"
"218","R_Z1SfvmUYwgiuxMt","2","TRUE","q37","93065"
"219","R_3EQKMBHYOlK7uYX","1","TRUE","q37","93065"
"220","R_2TC3oM0LW2RnQKt","1","TRUE","q37","93065"
"221","R_1CgyWm8R03oLv1Q","2","TRUE","q37","93065"
"222","R_1IXcoGLQgTJNAY1","1","TRUE","q37","93065"
"223","R_1KwriGymlWpBpn2","1","TRUE","q37","93065"
"224","R_3nJeKaCrbx177yg","1","TRUE","q37","93065"
"225","R_3EM7pwVkkhMBKqo","1","TRUE","q37","93065"
"226","R_1n9M2EYlpkUerom","1","TRUE","q37","93065"
"227","R_3NvQqWx3WXC4aDw","1","TRUE","q37","93065"
"228","R_3HuHZaF5MMBmKB6","1","TRUE","q37","93065"
"229","R_3j86z9KMQ65yLkz","1","TRUE","q37","93065"
"230","R_r2Q6yizZUvFmrTP","1","TRUE","q37","93065"
"231","R_3jdgzip5vuqClOW","2","TRUE","q37","93065"
"232","R_2RO0AdfsYEhKl41","1","TRUE","q37","93065"
"233","R_2E0mOV87ZwLU2qc","1","TRUE","q37","93066"
"234","R_27KbyLbisBEydCN","1","TRUE","q37","93067"
"235","R_3DnDCdPM26Tozh4","2","TRUE","q37","93101"
"236","R_3s18LOiznbfjFiN","1","TRUE","q37","93101"
"237","R_27IOemIrJVWfifG","1","TRUE","q37","93101"
"238","R_3flPfQZp0jXRGCH","1","TRUE","q37","93101"
"239","R_32PEATcnZBkHXBj","1","TRUE","q37","93101"
"240","R_2znMuqCuFEVRiXL","1","TRUE","q37","93101"
"241","R_264k58VYvmtGEam","3","TRUE","q37","93101"
"242","R_2dLV9JMTqa8yJuM","3","TRUE","q37","93101"
"243","R_1eIP6MI1OtvD74b","3","TRUE","q37","93101"
"244","R_2B5V647NiuLJSVb","3","TRUE","q37","93101"
"245","R_2uVEFNWGmqfEkKl","3","TRUE","q37","93101"
"246","R_3n8cxFiBNxKc3TJ","3","TRUE","q37","93101"
"247","R_1C13r4mGJF3CH8V","3","TRUE","q37","93101"
"248","R_29i7Q71xiLLyTK5","3","TRUE","q37","93101"
"249","R_27rqKx7E2GKpPxd","3","TRUE","q37","93101"
"250","R_2CHB6LDaL9NmWEr","3","TRUE","q37","93101"
"251","R_2zNFxiFHy4cjUb5","3","TRUE","q37","93101"
"252","R_2Ygk7agTUSGQoSR","3","TRUE","q37","93101"
"253","R_308KoY0n9xSzHEZ","3","TRUE","q37","93101"
"254","R_1JFtUU3lHJcaZaX","3","TRUE","q37","93101"
"255","R_sdRRNcRxtal2PER","3","TRUE","q37","93101"
"256","R_3KJTUaJzpdj1rAu","1","TRUE","q37","93103"
"257","R_2EnStDFYq785j8b","1","TRUE","q37","93105"
"258","R_1mFAvfwbq60Cc1k","1","TRUE","q37","93105"
"259","R_1OlAUliSHKC575o","1","TRUE","q37","93105"
"260","R_2wAErrwddznt4Hn","1","TRUE","q37","93105"
"261","R_voUaBz5L7O2ZAQh","1","TRUE","q37","93105"
"262","R_3PT9r5DTOrX9w4a","1","TRUE","q37","93105"
"263","R_27KiRPpvZH4rYMh","2","TRUE","q37","93105"
"264","R_3PaHH5eqa9HYp5v","1","TRUE","q37","93105"
"265","R_WwHgpjOPcMDBTwd","3","TRUE","q37","93105"
"266","R_3EnWJjvmRcJzqIX","3","TRUE","q37","93105"
"267","R_2SowjedsD7zZY1z","3","TRUE","q37","93105"
"268","R_2uO2MLoCYGQ0cRo","3","TRUE","q37","93105"
"269","R_VUVpPvfDIxq8sdr","3","TRUE","q37","93106"
"270","R_2fdHNm03FwZWitW","3","TRUE","q37","93106"
"271","R_2qFf7VWNdapzJKk","3","TRUE","q37","93106"
"272","R_3k6pBFh23L42fXl","3","TRUE","q37","93106"
"273","R_REwLsG1SM2tvvCF","1","TRUE","q37","93108"
"274","R_1pPWbZy8q4cBMZW","1","TRUE","q37","93109"
"275","R_BXjEmPDmi4En5Dz","1","TRUE","q37","93109"
"276","R_2zLOC39CsFC8zlG","1","TRUE","q37","93109"
"277","R_2tfk46mKe2TYEU5","1","TRUE","q37","93109"
"278","R_WwVwlnHnUrsBSsp","3","TRUE","q37","93109"
"279","R_3MtgtKp3ahKAtNb","3","TRUE","q37","93109"
"280","R_ptSGQEOJC3AJjvH","3","TRUE","q37","93109"
"281","R_1GgmIF3Ks6Tpy49","1","TRUE","q37","93110"
"282","R_2Eaxz3FmdDVkWQJ","2","TRUE","q37","93110"
"283","R_3J3ZNipWwGOP13V","1","TRUE","q37","93110"
"284","R_6J1Z76dfFh0eT1D","1","TRUE","q37","93110"
"285","R_1KptlVq6xUPNdNN","1","TRUE","q37","93110"
"286","R_3iRnPJwVtFYsgM9","3","TRUE","q37","93110"
"287","R_UH1OBWcLvsOrnxf","3","TRUE","q37","93110"
"288","R_87l6woWwkfCynf3","1","TRUE","q37","93111"
"289","R_1EjjvgNtj2SU6l6","1","TRUE","q37","93111"
"290","R_1LOvn2C4KQJ0h3a","1","TRUE","q37","93111"
"291","R_2aJKgaGqjd0lf6r","1","TRUE","q37","93111"
"292","R_1jcxfm82P6hozQK","3","TRUE","q37","93111"
"293","R_YVwo9A32X697svD","3","TRUE","q37","93111"
"294","R_1f96iNas6kgPjYA","1","TRUE","q37","93117"
"295","R_0B4wNzNQb3hqXVn","1","TRUE","q37","93117"
"296","R_3pnx4FWM6ezfEhq","1","TRUE","q37","93117"
"297","R_2VOLMmf57fRJZ3f","1","TRUE","q37","93117"
"298","R_2316rJIWXZBLmye","1","TRUE","q37","93117"
"299","R_2azqr1HUVRiYDFI","1","TRUE","q37","93117"
"300","R_1ojwkK9ZAd2WiIj","1","TRUE","q37","93117"
"301","R_tPOYebKTfL39k3v","1","TRUE","q37","93117"
"302","R_2eXMcA1KqYFs0ja","1","TRUE","q37","93117"
"303","R_2S8hVjNTtlGENI9","3","TRUE","q37","93117"
"304","R_XRiXHR9Wjxck1vH","3","TRUE","q37","93117"
"305","R_xi8KNxyeHtDBYxr","3","TRUE","q37","93117"
"306","R_1EZG1Tmc41Y5Or2","3","TRUE","q37","93117"
"307","R_3ZQMgiFawj22gmJ","3","TRUE","q37","93117"
"308","R_238JLwskhFve1MJ","3","TRUE","q37","93117"
"309","R_2WHjNwzAIiA5t6k","3","TRUE","q37","93117"
"310","R_2VPzCjIJtb4Rdb6","3","TRUE","q37","93117"
"311","R_0e4Tc8bcNWqB6EN","3","TRUE","q37","93117"
"312","R_7TZUr2e5MGJLDKp","3","TRUE","q37","93117"
"313","R_02jQzckE5T5QrJf","3","TRUE","q37","93117"
"314","R_25uXBaeQVspvAOq","3","TRUE","q37","93117"
"315","R_31a3zqrr8yldr0D","3","TRUE","q37","93117"
"316","R_2wMqObZX6sduDSD","3","TRUE","q37","93117"
"317","R_24BIMIVABdhhwRk","3","TRUE","q37","93117"
"318","R_3dSQCNU2J4uWOSn","3","TRUE","q37","93117"
"319","R_1jVvs3G5S2DjCzO","3","TRUE","q37","93117"
"320","R_3oEBykMrZfTmGNG","3","TRUE","q37","93117"
"321","R_a46ahgFcI9fYP2V","1","TRUE","q37","93434"
"322","R_5uREd1KQNe5rrt7","1","TRUE","q37","93436"
"323","R_2uV3QG7gJoNpgtD","1","TRUE","q37","93436"
"324","R_2EyQQfoe0uQ4n8n","1","TRUE","q37","93436"
"325","R_UaM5sCeFPKi0CSB","1","TRUE","q37","93436"
"326","R_RJ5ioW7IzbL56BX","1","TRUE","q37","93436"
"327","R_1JXgISzRjlKvnV9","2","TRUE","q37","93436"
"328","R_1fZMpT6jRC62kaH","1","TRUE","q37","93436"
"329","R_1M72hEum5JnHnWf","1","TRUE","q37","93436"
"330","R_OvsFTwRjIJAdEcN","2","TRUE","q37","93436"
"331","R_1jf9mJsAQ2Lepc6","1","TRUE","q37","93436"
"332","R_3DcNMeNUXubMQuJ","1","TRUE","q37","93436"
"333","R_1DFQztbJxfVSOTz","1","TRUE","q37","93436"
"334","R_2b2Ep6FDyvkNKtS","1","TRUE","q37","93436"
"335","R_bEMwV6CaCjZ06L7","1","TRUE","q37","93436"
"336","R_eWCbYpjb1B46doZ","1","TRUE","q37","93436"
"337","R_2VrWfjwRSbbrn6J","1","TRUE","q37","93436"
"338","R_79uJy9s6ivUKka5","1","TRUE","q37","93436"
"339","R_3isZZKZUuLqVILV","1","TRUE","q37","93440"
"340","R_DIfidxw5DSDfyTv","1","TRUE","q37","93454"
"341","R_qQ38Td4QCWhzJap","1","TRUE","q37","93454"
"342","R_1ffSk4pWEoVYDAa","1","TRUE","q37","93454"
"343","R_3QVJ0DIMWZD3Bo6","1","TRUE","q37","93454"
"344","R_10q17R4cTMRoXz5","1","TRUE","q37","93454"
"345","R_rrnntSHpWBNlvpv","2","TRUE","q37","93454"
"346","R_2uq9Rhq8lJu1jYc","1","TRUE","q37","93454"
"347","R_3O6VPbIFECT6m54","1","TRUE","q37","93454"
"348","R_3CUFvP3BMIV54c9","1","TRUE","q37","93454"
"349","R_3ferzSuqKlgBVsK","2","TRUE","q37","93454"
"350","R_1Qt2mw8GZOoSTaM","1","TRUE","q37","93454"
"351","R_1QxTM6x3NfLphMp","2","TRUE","q37","93454"
"352","R_2qykmeucGI41ra6","1","TRUE","q37","93454"
"353","R_RwdO31FH3AxsugF","1","TRUE","q37","93454"
"354","R_2AWkDziuz5tnLfB","1","TRUE","q37","93454"
"355","R_d57R3yeXsQWRiWB","1","TRUE","q37","93454"
"356","R_1jJ7lMkR5f4yULY","1","TRUE","q37","93454"
"357","R_XY6yZ3Ux2XNLnfX","1","TRUE","q37","93454"
"358","R_2TtLi0SKvfnbXxr","1","TRUE","q37","93455"
"359","R_2ruXo1qqUZeWzgW","1","TRUE","q37","93455"
"360","R_3KuQklkCyFAhhOP","1","TRUE","q37","93455"
"361","R_YRllqZHNxhbnTgt","2","TRUE","q37","93455"
"362","R_ymB30bBy3wcXD4R","1","TRUE","q37","93455"
"363","R_UbvK7djUhXBFCRr","1","TRUE","q37","93455"
"364","R_pmkK3tyCVx4CwQF","1","TRUE","q37","93455"
"365","R_1It7flTyDqsJ3yM","1","TRUE","q37","93455"
"366","R_3QJEOCXRf8VWmWd","2","TRUE","q37","93455"
"367","R_2atrZveEIYvaTBQ","1","TRUE","q37","93455"
"368","R_1jqWhm8a40JV5KJ","1","TRUE","q37","93455"
"369","R_8xmt32KUrONreqR","2","TRUE","q37","93455"
"370","R_Of1ava70B4g3B4Z","2","TRUE","q37","93455"
"371","R_PM79GfZEqMEG1jz","1","TRUE","q37","93455"
"372","R_2y2RzTBXVgVZN5M","1","TRUE","q37","93456"
"373","R_3MnbFH3rVePrGM2","1","TRUE","q37","93457"
"374","R_2YicurlheVuV8C4","1","TRUE","q37","93457"
"375","R_Ahq9pR8uwxqJDIl","1","TRUE","q37","93457"
"376","R_2YEtI315jlkxSoa","1","TRUE","q37","93458"
"377","R_3kbnlBS5uTZNewx","2","TRUE","q37","93458"
"378","R_2ZC9OIHFMCOKzsw","1","TRUE","q37","93458"
"379","R_1DwM8oH3P6hTMoh","2","TRUE","q37","93458"
"380","R_3lxg95wPL5nz612","1","TRUE","q37","93458"
"381","R_27qlMRMz6AY5Ptj","1","TRUE","q37","93458"
"382","R_xguunjoi0OFcjKh","1","TRUE","q37","93458"
"383","R_22RGGmI74vkQMUz","1","TRUE","q37","93458"
"384","R_2cnELVajxq0oPkt","1","TRUE","q37","93458"
"385","R_3jUSwclAVBi9O9Q","1","TRUE","q37","93458"
"386","R_CkUFln8hqOJPAEV","2","TRUE","q37","93458"
"387","R_eRjRjmXoMwRzrnX","1","TRUE","q37","93460"
"388","R_2aeisufxzg4J2KR","1","TRUE","q37","93463"
"389","R_2eUwdubvkjddFlD","1","TRUE","q37","93464"
"390","R_2XbWiKqDHlx3sKj","1","TRUE","start_date","12/22/21 20:39"
"391","R_1IoPwSaGsqoOhmF","1","TRUE","start_date","12/23/21 10:30"
"392","R_Drg7Py3JLuWEwp3","1","TRUE","start_date","12/23/21 15:30"
"393","R_yTNgUyebuhl8Rb3","1","TRUE","start_date","12/24/21 10:45"
"394","R_3IYpmsHA4lGyrfo","1","TRUE","start_date","12/25/21 18:11"
"395","R_agUsRLNc8gTKo0h","1","TRUE","start_date","12/25/21 23:39"
"396","R_263y2zNLmdIUFZ6","1","TRUE","start_date","1/10/22 11:27"
"397","R_3RvD8sUKYkFD0kf","1","TRUE","start_date","1/10/22 12:06"
"398","R_33s6MkrqeY9ovjj","1","TRUE","start_date","1/10/22 12:13"
"399","R_1qh27R2zk15v0Tk","1","TRUE","start_date","12/22/21 21:52"
"400","R_3htGkIpqzh132Rk","1","TRUE","start_date","12/23/21 19:35"
"401","R_1JPhVtIItpoxeLd","1","TRUE","start_date","12/24/21 12:03"
"402","R_2BxFaWpJjprG5f9","2","TRUE","start_date","12/25/21 11:47"
"403","R_1rCFkeUVa7akm5K","1","TRUE","start_date","12/25/21 11:56"
"404","R_DtP9Tb1t0dvpUTT","1","TRUE","start_date","12/25/21 14:14"
